index	sentence	label
182	"DATA SYNTHESIS : Genetic deficiencies in DPD, the rate-limiting enzyme responsible for @Chemical$ catabolism, may occur in 3 % or more of patients with cancer putting them at increased risk for unusually severe adverse reactions ( e.g., diarrhea, stomatitis, mucositis, @Disease$, neurotoxicity ) to standard doses of 5-FU."	1
183	We describe a patient with M4 AML treated with standard chemotherapy followed by @Chemical$ who developed marked @Disease$ on day 8 of G-CSF therapy.	1
184	METHODS: We studied a group of 20 AIA patients compared to a control group with 40 @Chemical$-tolerant patients (confirmed by oral provocation test): 10 @Disease$tic patients and 30 healthy subjects.	0
185	We report the occurrence of @Disease$ due to cholesterol crystal embolization following thrombolytic therapy with intravenous recombinant tissue-type plasminogen activator ( @Chemical$ ).	1
186	"METHODS AND MATERIALS: We compared the effect of NO-ASA and ASA on gastric lesions provoked by water-immersion and restraint stress (@Disease$), ischemia-reperfusion, and 100% @Chemical$."	0
187	A 47-year-old woman with @Chemical$-exacerbated respiratory disease visited our hospital complaining of persistent @Disease$ that manifested in the evenings and early mornings.	0
188	"Acetaminophen, @Chemical$ and progression of advanced @Disease$."	0
189	"BACKGROUND: @Chemical$-exacerbated respiratory disease (AERD) is characterized by progressive sinusitis, @Disease$, and asthma that begins and continues in the absence of exposure to aspirin and nonsteroidal anti-inflammatory drugs (NSAIDs)."	0
190	This review presents the first case series of @Disease$ associated with acute hemoglobinemia or hemoglobinuria following @Chemical$ administration for ITP.	1
191	"@Disease$ appeared to be a common side effect of @Chemical$ and generally responded well to treatment with the beta-adrenergic antagonist propranolol, dose reduction, or both."	1
192	"Aspirin (@Chemical$)-induced asthma (AIA) consists of the clinical triad of asthma, @Disease$ with nasal polyps, and precipitation of asthma and rhinitis attacks in response to aspirin and other NSAIDs."	0
193	"RESULTS: @Chemical$ pretreatment failed to block respiratory reactions to provoking doses of aspirin in 5 of 8 patients with @Disease$, and in the other 3 patients did not block higher doses of aspirin."	0
194	"The management of @Disease$ in patients with @Chemical$-sensitive asthma often needs to be considered as a separate issue, and requires a team approach."	0
195	"CASE SUMMARY : A 65-year-old patient chronically treated with the selective serotonin reuptake inhibitor ( SSRI ) @Chemical$ developed confusion, agitation, tachycardia, tremors, myoclonic jerks and @Disease$, consistent with serotonin syndrome, following initiation of fentanyl, and all symptoms and signs resolved following discontinuation of fentanyl."	1
196	@Disease$ in a 12-year-old HIV-positive girl with an increased serum concentration of @Chemical$.	1
197	"In this article, we describe another case of subcutaneous changes following repeated glatiramer acetate injection, presented as @Disease$ in the area around the injection sites, in a 46-year-old female patient who was treated with @Chemical$ for 18 months."	1
198	"@Chemical$ acted as a CYP3A4 inhibitor, diminishing carbamazepine metabolism and provoking an increase in serum levels and @Disease$."	1
199	"OBJECTIVE: To evaluate the relationship between @Chemical$ ingestion and @Disease$ complications, and to test the hypothesis that there is a subset of patients who are aspirin hyperresponders with a proclivity toward platelet dysfunction."	0
200	@Chemical$ dose increase in unresponsive patients is associated with reduced risk of @Disease$.	0
201	Late lethal @Disease$ after @Chemical$ treatment of low-grade cutaneous B-cell lymphoma.	1
202	Both @Chemical$ and methotrexate have been independently demonstrated to cause @Disease$.	1
203	Seizures and @Disease$ following intravenous pulse @Chemical$ in children with primary glomerulonephritis.	1
204	The administration of a single dose of @Chemical$ (30 mg/kg) immediately before cardiopulmonary bypass significantly reduced @Disease$ and inhibited fibrinolysis in these patients.	0
205	MEASUREMENTS: Incident @Disease$ and UC between 1990 and 2008 (outcome) and NSAID and @Chemical$ use (exposure).	0
206	"@Disease$ is a rare adverse effect associated with prolonged @Chemical$ therapy, and is potentially serious, especially in end stage renal disease ( ESRD ) patients."	1
207	"METHOD : Case analysis of a poly-drug overdose ( venlafaxine, topiramate, divalproex sodium, @Chemical$, and carbamazepine ) presenting with mixed SS / @Disease$ features and whose clinical management suggests a practical algorithm for treatment of undifferentiated SS / NMS in critical care settings."	1
208	@Disease$ resulting from isotretinoin ( @Chemical$ ) therapy.	1
209	"Adverse events considered possibly or probably related to treatment occurred in 5 (20.0%) @Chemical$ recipients (4 episodes of diarrhea, 1 episode of abdominal pain), 1 (14.3%) recipient of lansoprazole 30 mg (1 episode of pharyngitis), and 3 (13.6%) placebo recipients (1 episode each of @Disease$, palpitations, and dyspepsia)."	0
210	In one instance a systemic hypoglycemic reaction resulting in @Disease$ and confusion ended in an emegency hospital admission following the substitution of @Chemical$ for acetazolamide.	1
211	"Using a multiple regression analysis, the administration of non-@Chemical$ NSAIDs was identified as an independent factor for the decreased serum iron and the decreased @Disease$ levels."	0
212	Low-molecular-weight @Chemical$ and aspirin use in relation to pregnancy outcome in women with @Disease$ and antiphospholipid syndrome: A cohort study.	0
213	"Older age, prior @Disease$ events, chronic renal failure, use of other injurious medicine such as NSAIDs, antithrombotic medicine, especially thienopyridine, and corticosteroids seem to be factors associated with an increased risk for upper GI ulcer and bleeding among the patients taking low dose @Chemical$."	0
214	"We evaluated the differences in ACS type, total mortality, and the composite end point of death, myocardial infarction (MI), recurrent @Disease$, or stroke between prior @Chemical$ and nonprior aspirin users."	0
215	@Disease$ between @Chemical$ and nefazodone in a stable renal transplant recipient.	1
216	"Exclusion criteria: cancer, @Disease$ or acute infection, active inflammatory/rheumatic disease, recent major surgery, chronic liver failure, the administration of other antiplatelet drugs, nonadherence with @Chemical$ and thrombocytopenia."	0
217	We compared the levels of neutrophil activation and related cytokines in patients with ASA-intolerant acute @Disease$ (AIAU) and @Chemical$-intolerant chronic urticaria (AICU).	0
218	"The aim of this study is to report the sinonasal outcomes of endoscopic sinus surgery (ESS) in treating NP in asthmatic patients, comparing aspirin-induced @Disease$tic (AIA) patients with @Chemical$-tolerant asthmatics (ATA)."	0
219	"Co-therapy with non-steroidal anti-inflammatory drugs, @Chemical$ or warfarin increases the risk of @Disease$, while co-therapy with proton pump inhibitors reduces it."	0
220	"The @Disease$ of @Chemical$, previously described as conjunctivitis, appears to be a keratitis of moderate severity which requires further study."	1
221	"The aim of our study was to verify the hypothesis if @Chemical$, as a form of aspirin, which theoretically does not block prostacycline synthesis in systematic circulation, would be well tolerated by patients with @Disease$."	0
222	"BACKGROUND: In patients with @Chemical$-exacerbated @Disease$ (AERD), pretreatment with asthma controller medications (leukotriene modifiers, inhaled or systemic corticosteroids, and salmeterol) partially modifies the severity of aspirin-induced asthmatic reactions."	0
223	"Irrespective of @Chemical$ use, @Disease$ was independently associated with an increased risk of major bleeding episodes (IRR, 1.36; 95% CI, 1.28-1.44)."	0
224	The rates of both @Disease$ and bleeding increased with higher CHADS2 scores but apixaban compared with @Chemical$ was associated with a similar relative risk of bleeding (P interaction 0.21) and a reduced relative risk of stroke (P interaction 0.37) irrespective of CHADS2 category.	0
225	A 61-year-old man with early diffuse cutaneous scleroderma with myositis and progressive interstitial pneumonia developed @Disease$ with high fever 3 weeks after taking @Chemical$ / trimethoprim.	1
226	"We present a case of @Disease$ in an advanced ovarian cancer patient treated with carboplatin and @Chemical$, and described its favorable outcome after chemotherapy interruption and supportive care with a 1 year follow-up."	1
227	@Disease$ and cerebellar syndrome associated with @Chemical$ therapy.	1
228	Painful erosion of psoriatic plaques is a less common sign of @Chemical$ toxicity that may precede evidence of @Disease$.	1
229	"A 67-year-old patient, with primary polymyositis and without previous evidence of liver disease, developed clinical and biochemical features of @Disease$ 3 months after initiation of @Chemical$ therapy."	1
230	"Despite the low dosage of @Chemical$, international normalized ratio ( INR ) was markedly elevated from 1.15 to 11.28 for only 4 days, and @Disease$ concurrently developed."	1
231	"In a rather small study of 317 subjects with left @Disease$ (ejection fraction &lt;35%) who were followed up for a relatively longer period of time (5.7 years), the favorable long-term prognosis of patients receiving @Chemical$ was independent of receipt of an ACE inhibitor."	0
232	"In addition, TIMI defined minor @Disease$ was significantly higher with a high dose of @Chemical$ whereas the results for the major bleeding outcomes were not statistically significant."	0
233	"For patients who have inadequately controlled rhinosinusitis and/or @Disease$ despite treatment with topical corticosteroids and @Chemical$-modifying drugs, aspirin desensitization is an important therapeutic option."	0
234	"We present three cases from the Provincial Toxicology Center of British Columbia, Canada in which @Disease$ were associated with @Chemical$."	1
235	PURPOSE : To investigate the concentration-side effect relationship in a patient with severe acyclovir-induced neurotoxicity and to summarize the information available in the literature about @Disease$ due to @Chemical$.	1
